         7  3  4
        15  4  5
        31  5 10
        63  6 10
       111  7 10
       255  8 12
       511  9 12
       703 10 14
      2047 11 17
      4095 12 17
      6887 13 18
     14495 14 20
     31911 15 21
     60975 16 25
    113383 17 25
    239231 18 27
    487039 19 31
   1042431 20 31
   1988859 21 32
   3873535 22 37
   7460635 23 42
  12589823 24 40
  29457599 25 42
  57893375 26 43
 120080895 27 46
 246666523 28 46
 479707247 29 53
 959414495 30 53
2115185915 31 54
